"rental_id","customer_first_name","customer_last_name","region","country","film_title","film_rating","genre","paid_amount","rental_duration"
6784,"Willard","Lumpkin","America","Mexico","Attacks Hate","PG-13","Sci-Fi","4.99","3"
7867,"Sherri","Rhodes","Asia","India","Cleopatra Devil","PG-13","New","0.99","2"
7568,"Ramona","Hale","Asia","India","Galaxy Sweethearts","R","Classics","4.99","1"
6215,"Shawn","Heaton","Asia","Thailand","Bilko Anonymous","PG-13","Family","4.99","0"
11049,"Martha","Gonzalez","Europe","Moldova","Voice Peach","PG-13","New","3.99","9"
9874,"Maurice","Crawley","America","Mexico","Lust Lock","G","Action","6.99","6"
7626,"Jay","Robb","Asia","Indonesia","Troopers Metal","R","New","0.99","2"
12359,"Cynthia","Young","Asia","India","Translation Summer","PG-13","Drama","0.99","0"
12728,"Carrie","Porter","Asia","China","Potter Connecticut","PG","Animation","4.99","6"
1388,"Reginald","Kinder","Asia","Indonesia","Suspects Quills","PG","Action","5.99","7"
14093,"Samantha","Duncan","America","Mexico","Duffel Apocalypse","G","Documentary","0.99","1"
15761,"Jeffery","Pinson","Asia","Pakistan","Voyage Legally","PG-13","Classics","0.99","3"
1383,"Carlos","Coughlin","Asia","India","Enemy Odds","NC-17","Music","8.99","9"
4320,"Randy","Gaither","Asia","Russian Federation","Rush Goodfellas","PG","Family","3.99","6"
1679,"Colleen","Burton","Europe","Germany","Sun Confessions","R","Sci-Fi","2.99","6"
15082,"Rhonda","Kennedy","Europe","Netherlands","Hustler Party","NC-17","Comedy","7.99","5"
5440,"Stephen","Qualls","Asia","Bangladesh","Anonymous Human","NC-17","Sports","0.99","2"
6443,"Gail","Knight","Europe","Switzerland","Cupboard Sinners","R","Documentary","2.99","4"
7629,"Tamara","Nguyen","America","Brazil","Love Suicides","R","Horror","0.99","2"
11126,"Frances","Parker","America","Brazil","Reunion Witches","R","Drama","0.99","2"
6773,"Nancy","Thomas","Asia","India","Robbers Joon","PG-13","Children","2.99","6"
4512,"Kyle","Spurlock","Asia","China","Fury Murder","PG-13","Children","0.99","2"
2866,"Marie","Turner","Asia","Russian Federation","Moonshine Cabin","PG-13","Games","4.99","0"
7720,"Mitchell","Westmoreland","Asia","Vietnam","Artist Coldblooded","NC-17","Sports","4.99","7"
15115,"Anna","Hill","Europe","Italy","Greatest North","NC-17","Music","2.99","4"
14117,"Brent","Harkins","Asia","Turkey","Casper Dragonfly","PG-13","Children","4.99","1"
9084,"Dolores","Wagner","Asia","Malaysia","Suit Walls","R","Games","5.99","4"
13048,"Glen","Talbert","America","Mexico","Dinosaur Secretary","R","Family","4.99","9"
8606,"Patrick","Newsom","Asia","Vietnam","Temple Attraction","PG","Horror","4.99","1"
5352,"Steve","Mackenzie","Asia","Indonesia","Cyclone Family","PG","Foreign","2.99","5"
13313,"Ross","Grey","Asia","Philippines","Smile Earring","G","Travel","2.99","2"
4127,"Helen","Harris","Asia","India","Groundhog Uncut","PG-13","Comedy","5.99","7"
7663,"Gordon","Allard","Asia","Yemen","Control Anthem","G","Comedy","4.99","2"
14750,"William","Satterfield","Asia","Yemen","Dalmations Sweden","PG","Drama","5.99","8"
12796,"Harry","Arce","Asia","Iran","Enemy Odds","NC-17","Music","4.99","0"
3183,"Carrie","Porter","Asia","China","Wash Heavenly","R","Foreign","4.99","2"
14360,"Marian","Mendoza","America","Brazil","Mod Secretary","NC-17","Documentary","6.99","8"
4883,"Ken","Prewitt","Europe","Romania","Family Sweet","R","Horror","0.99","1"
16000,"Kathy","James","Asia","Philippines","Bedazzled Married","PG","Family","0.99","1"
2055,"Rene","Mcalister","America","United States","Feathers Metal","PG-13","Games","5.99","7"
1281,"Chester","Benner","Asia","China","Oz Liaisons","R","Animation","2.99","2"
5800,"Norman","Currier","Asia","Indonesia","Luck Opus","NC-17","Drama","2.99","1"
6385,"Judy","Gray","Africa","Algeria","Hanky October","NC-17","Sci-Fi","6.99","8"
1584,"Eddie","Tomlin","Asia","Philippines","Seattle Expecations","PG-13","Drama","5.99","5"
5308,"Julie","Sanchez","Europe","Spain","Goldmine Tycoon","R","Sci-Fi","0.99","5"
11805,"Lucy","Wheeler","Asia","India","Earring Instinct","R","Family","6.99","8"
12631,"Walter","Perryman","Asia","China","Music Boondock","R","Family","0.99","6"
10251,"Debra","Nelson","America","Brazil","Panther Reds","NC-17","Sci-Fi","4.99","5"
4614,"Kathy","James","Asia","Philippines","Matrix Snowman","PG-13","Foreign","4.99","3"
10522,"Maxine","Silva","America","Brazil","Traffic Hobbit","G","Travel","4.99","4"
12744,"Rene","Mcalister","America","United States","Spy Mile","PG-13","Games","2.99","5"
7112,"Peggy","Myers","Asia","Saudi Arabia","Tequila Past","PG","Children","5.99","6"
6923,"Sam","Mcduffie","America","Colombia","Minds Truman","PG-13","Action","8.99","7"
2913,"Luis","Yanez","Europe","France","Saints Bride","G","Drama","2.99","3"
2952,"Karen","Jackson","Asia","Turkey","South Wait","R","Action","2.99","2"
1725,"Mary","Smith","Asia","Japan","Closer Bang","R","Comedy","4.99","1"
4044,"Norma","Gonzales","Asia","Philippines","Rebel Airport","G","Music","0.99","6"
6345,"Neil","Renner","Asia","Vietnam","Virgin Daisy","PG-13","Drama","7.99","8"
10814,"Joyce","Edwards","Asia","Saudi Arabia","Mulholland Beast","PG","Foreign","2.99","3"
7149,"Glenda","Frazier","Asia","China","Strangelove Desire","NC-17","Children","3.99","7"
10671,"Dorothy","Taylor","Asia","Iran","West Lion","G","Drama","8.99","8"
12782,"Charlie","Bess","Asia","China","Fish Opus","R","Sci-Fi","5.99","6"
15558,"Dustin","Gillette","Europe","Netherlands","Chasing Fight","PG","Family","6.99","8"
14121,"Travis","Estep","Asia","Saudi Arabia","Truman Crazy","G","Action","4.99","7"
3348,"Sandra","Martin","Europe","United Kingdom","Outbreak Divine","NC-17","Games","0.99","6"
15860,"Stephanie","Mitchell","Asia","Armenia","Meet Chocolate","G","Foreign","4.99","4"
4793,"Jesus","Mccartney","America","Brazil","Pilot Hoosiers","PG","Family","3.99","7"
11055,"Renee","Lane","America","United States","Steel Santa","NC-17","Classics","4.99","3"
12610,"Cassandra","Walters","America","United States","Princess Giant","NC-17","Documentary","0.00",NULL
13045,"Maxine","Silva","America","Brazil","Boogie Amelie","R","Music","4.99","4"
13947,"Vera","Mccoy","Asia","Afghanistan","Mask Peach","NC-17","New","5.99","9"
1353,"Corey","Hauser","Asia","Turkey","Moon Bunch","PG","Foreign","0.99","5"
6690,"Clifford","Bowens","Asia","Russian Federation","United Pilot","R","Documentary","1.99","4"
4247,"Mathew","Bolin","America","Venezuela","Congeniality Quest","PG-13","Sports","0.99","2"
8244,"Annette","Olson","Asia","India","Frost Head","PG","Classics","2.99","7"
2538,"Greg","Robins","Asia","Vietnam","Enemy Odds","NC-17","Music","5.99","5"
4438,"Rita","Graham","Europe","France","Wait Cider","PG-13","Animation","6.99","8"
8125,"Diana","Alexander","America","United States","Virgin Daisy","PG-13","Drama","4.99","1"
11616,"Kathleen","Adams","Asia","Iran","Memento Zoolander","NC-17","Comedy","4.99","3"
10339,"Roy","Whiting","Africa","Kenya","Chamber Italian","NC-17","Music","6.99","9"
3459,"Annie","Russell","Africa","Mozambique","Pianist Outfield","NC-17","New","0.99","3"
2974,"Greg","Robins","Asia","Vietnam","Kwai Homeward","PG-13","Drama","0.99","4"
14097,"Bonnie","Hughes","Asia","South Korea","Voice Peach","PG-13","New","2.99","8"
4200,"Misty","Lambert","Asia","United Arab Emirates","Dorado Notting","NC-17","Music","4.99","4"
3867,"Ross","Grey","Asia","Philippines","Shootist Superfly","PG-13","Drama","1.99","7"
7202,"Jordan","Archuleta","America","Argentina","Amistad Midsummer","G","New","4.99","7"
15062,"Amber","Dixon","Asia","Taiwan","Wars Pluto","G","Documentary","2.99","4"
10573,"Perry","Swafford","America","Argentina","Unforgiven Zoolander","PG","Sci-Fi","0.99","3"
15037,"Claudia","Fuller","Asia","Kuwait","Wonka Sea","NC-17","Animation","5.99","9"
9540,"Bruce","Schwarz","Asia","Japan","Jason Trap","NC-17","Family","2.99","0"
15499,"Shane","Millard","America","Mexico","Charade Duffel","PG","Sci-Fi","2.99","0"
11483,"Janet","Phillips","America","Chile","Gandhi Kwai","PG-13","Family","2.99","8"
3722,"Louise","Jenkins","Africa","South Africa","Center Dinosaur","PG","Classics","6.99","7"
11726,"Nora","Herrera","Europe","Austria","Westward Seabiscuit","NC-17","Classics","0.99","4"
9866,"Jeremy","Hurtado","America","Brazil","Secretary Rouge","PG","Sports","6.99","7"
13172,"Erika","Pena","Europe","Finland","Entrapment Satisfaction","R","Action","0.99","1"
12952,"Allison","Stanley","Asia","Cambodia","Lover Truman","G","Classics","2.99","0"
8823,"Tammy","Sanders","Asia","Taiwan","Darn Forrester","G","Action","6.99","8"
8180,"Leona","Obrien","Asia","China","Rage Games","R","Family","4.99","3"
13771,"Cecil","Vines","Europe","United Kingdom","Kane Exorcist","R","Foreign","0.99","2"
6299,"Gary","Coy","Asia","China","Torque Bound","G","Drama","4.99","1"
12231,"Georgia","Jacobs","Asia","India","Downhill Enough","G","Comedy","3.99","6"
11085,"Brandy","Graves","America","United States","Purple Movie","R","Foreign","2.99","1"
7264,"James","Gannon","Asia","Japan","Lies Treatment","NC-17","Drama","4.99","6"
14311,"Judy","Gray","Africa","Algeria","Grit Clockwork","PG","Games","3.99","5"
8920,"Lori","Wood","Asia","India","Ties Hunger","R","Children","4.99","3"
15217,"Ruby","Washington","Asia","China","Alter Victory","PG-13","Animation","0.99","1"
15140,"Vincent","Ralston","America","Mexico","Fellowship Autumn","NC-17","Travel","6.99","8"
7608,"Sally","Pierce","Asia","India","Elf Murder","NC-17","Music","4.99","0"
15881,"Martin","Bales","Africa","Angola","Champion Flatliners","PG","Animation","6.99","5"
2583,"Harvey","Guajardo","Asia","Vietnam","Sweden Shining","PG","Comedy","7.99","8"
6087,"Gail","Knight","Europe","Switzerland","Attacks Hate","PG-13","Sci-Fi","4.99","1"
3833,"Jeffery","Pinson","Asia","Pakistan","Racer Egg","NC-17","Drama","3.99","8"
10711,"Bryan","Hardison","America","United States","Valentine Vanishing","PG-13","Travel","0.99","1"
6712,"Maureen","Little","America","Paraguay","Zorro Ark","NC-17","Comedy","9.99","7"
5968,"Dwayne","Olvera","Asia","India","Reds Pocus","PG-13","Music","5.99","8"
8257,"Casey","Mena","Asia","Turkey","Patriot Roman","PG","Action","2.99","6"
6509,"Jesus","Mccartney","America","Brazil","Lucky Flying","PG-13","Music","2.99","1"
14513,"Roberta","Harper","Asia","Iran","Uptown Young","PG","Children","2.99","2"
6178,"Lois","Butler","Asia","Brunei","Muscle Bright","G","Travel","2.99","5"
12167,"Dennis","Gilman","Africa","South Africa","Pickup Driving","G","Sports","2.99","2"
7436,"Janet","Phillips","America","Chile","Berets Agent","PG-13","Action","2.99","4"
8389,"Pauline","Henry","America","Mexico","Egg Igby","PG","Documentary","6.99","7"
7290,"Alfred","Casillas","Africa","Egypt","Silence Kane","R","Music","0.99","5"
5789,"Johnnie","Chisholm","Europe","Poland","Metal Armageddon","PG-13","Documentary","4.99","8"
4599,"Gerald","Fultz","Asia","India","Impossible Prejudice","NC-17","Foreign","4.99","3"
6182,"Tyrone","Asher","Europe","Bulgaria","Mask Peach","NC-17","New","2.99","5"
11737,"Nelson","Christenson","Europe","Spain","Torque Bound","G","Drama","4.99","1"
15913,"Phyllis","Foster","Asia","China","Story Side","R","Action","1.99","8"
11447,"Milton","Howland","Asia","India","Sting Personal","NC-17","New","6.99","4"
9319,"Anita","Morales","Asia","India","Theory Mermaid","PG-13","Animation","0.99","3"
10705,"Bobby","Boudreau","America","Anguilla","Virginian Pluto","R","Documentary","0.99","2"
14036,"Mabel","Holland","Asia","Myanmar","Attraction Newton","PG-13","New","4.99","2"
14230,"Salvador","Teel","Africa","Gambia","Core Suit","PG-13","Classics","5.99","6"
10918,"Patricia","Johnson","America","United States","Rugrats Shakespeare","PG-13","Action","0.99","0"
8350,"Duane","Tubbs","Oceania","Nauru","Snatch Slipper","PG","Comedy","4.99","2"
7154,"Gabriel","Harder","Asia","Turkey","Hunchback Impossible","PG-13","Drama","4.99","0"
3895,"Salvador","Teel","Africa","Gambia","Anything Savannah","R","Horror","7.99","8"
2342,"Jamie","Rice","America","United States","Invasion Cyclone","PG","Children","2.99","2"
4652,"Elaine","Stevens","Asia","Russian Federation","Troopers Metal","R","New","5.99","7"
3604,"Glenda","Frazier","Asia","China","Fantasy Troopers","PG-13","Action","0.99","1"
8849,"Rachel","Barnes","Asia","Japan","Varsity Trip","NC-17","New","2.99","4"
9165,"Toni","Holt","America","United States","Telegraph Voyage","PG","Music","5.99","3"
9389,"Elsie","Kelley","Africa","Nigeria","Pocus Pulp","NC-17","Documentary","0.99","4"
6774,"Dolores","Wagner","Asia","Malaysia","Crooked Frogmen","PG-13","Children","0.99","1"
2654,"Leonard","Schofield","America","Argentina","Slipper Fidelity","PG-13","Sports","3.99","8"
7650,"Kristina","Chambers","America","Venezuela","Citizen Shrek","G","Sci-Fi","1.99","8"
2762,"Bill","Gavin","America","United States","Rush Goodfellas","PG","Family","3.99","6"
15378,"Patrick","Newsom","Asia","Vietnam","Flintstones Happiness","PG-13","Comedy","9.99","7"
13585,"Gordon","Allard","Asia","Yemen","Rider Caddyshack","PG","Sports","4.99","7"
14668,"Alicia","Mills","Asia","India","Fireball Philadelphia","PG","Comedy","4.99","7"
14606,"Terrance","Roush","Europe","Hungary","Kick Savannah","PG-13","Travel","0.99",NULL
13182,"Tyler","Wren","Asia","China","Blanket Beverly","G","Family","2.99",NULL
1214,"Catherine","Campbell","Asia","Russian Federation","Witches Panic","NC-17","Drama","4.99","5"
10097,"Ron","Deluca","Asia","Japan","Coneheads Smoochy","NC-17","Drama","5.99","8"
13088,"Bill","Gavin","America","United States","Valley Packer","G","Comedy","0.99","1"
7209,"Joyce","Edwards","Asia","Saudi Arabia","Spartacus Cheaper","NC-17","Family","4.99","2"
3945,"Jacqueline","Long","Asia","Thailand","Coldblooded Darling","G","Sci-Fi","4.99","1"
3807,"Francis","Sikes","America","Mexico","Airport Pollock","R","Horror","4.99","3"
14737,"Sheila","Wells","Asia","Turkey","Harold French","NC-17","Drama","0.99","3"
11419,"Marcus","Hidalgo","Europe","Estonia","Camelot Vacation","NC-17","Sci-Fi","6.99","8"
11542,"Maria","Miller","Europe","Yugoslavia","Interview Liaisons","R","New","7.99","7"
10400,"Esther","Crawford","Africa","South Africa","Straight Hours","R","Sports","6.99","9"
5670,"Josephine","Gomez","Asia","India","Chainsaw Uptown","PG","Sci-Fi","0.99","3"
13957,"Dana","Hart","Asia","Russian Federation","Odds Boogie","NC-17","Family","0.99","2"
4015,"Lillie","Kim","Africa","Egypt","Patton Interview","PG","Horror","5.99","7"
11315,"Karen","Jackson","Asia","Turkey","Downhill Enough","G","Comedy","0.99","3"
7129,"Bessie","Morrison","Europe","Italy","Hobbit Alien","PG-13","Drama","0.99","0"
8177,"Thelma","Murray","America","Peru","Slipper Fidelity","PG-13","Sports","0.99","5"
5017,"Heidi","Larson","Asia","China","Song Hedwig","PG-13","Music","2.99","5"
5006,"Glen","Talbert","America","Mexico","Encounters Curtain","NC-17","Drama","4.99","9"
5333,"Chad","Carbone","Asia","India","Instinct Airport","PG","Sports","5.99","7"
5055,"Teresa","Rogers","Asia","Japan","Coast Rainbow","PG","Documentary","1.99","5"
13355,"Earl","Shanks","Asia","Japan","Cat Coneheads","G","Comedy","4.99","4"
9190,"Samantha","Duncan","America","Mexico","Wedding Apollo","PG","Documentary","1.99","3"
10911,"Vanessa","Sims","Europe","Germany","Coma Head","NC-17","Travel","4.99","6"
11208,"Anthony","Schwab","Oceania","American Samoa","Youth Kick","NC-17","Music","0.99","2"
10974,"Rick","Mattox","Africa","Egypt","Cincinatti Whisperer","NC-17","Sci-Fi","6.99","7"
8355,"Leah","Curtis","Europe","Poland","Zoolander Fiction","R","Children","2.99","5"
6252,"Daisy","Bates","Asia","Russian Federation","English Bulworth","PG-13","Sci-Fi","2.99","4"
4386,"George","Linton","America","Brazil","Caddyshack Jedi","NC-17","Action","0.99","3"
8468,"Jenny","Castro","America","Puerto Rico","Expendable Stallion","PG","Documentary","1.99","3"
13097,"Darlene","Rose","Asia","North Korea","Trojan Tomorrow","PG","Sci-Fi","4.99","5"
10851,"Michele","Grant","Asia","China","Falcon Volume","PG-13","Animation","4.99","2"
10840,"Rene","Mcalister","America","United States","Cat Coneheads","G","Comedy","5.99","5"
12207,"Jennie","Terry","Europe","Czech Republic","Song Hedwig","PG-13","Music","1.99","4"
14318,"Milton","Howland","Asia","India","Disciple Mother","PG","Travel","0.99",NULL
5886,"Jessie","Banks","Europe","Bulgaria","Cyclone Family","PG","Foreign","2.99","1"
15048,"Shirley","Allen","Asia","Philippines","Oleander Clue","PG","Music","0.99","3"
6703,"Gordon","Allard","Asia","Yemen","Aladdin Calendar","NC-17","Sports","4.99","4"
15152,"Shannon","Freeman","Asia","India","Clueless Bucket","R","Action","7.99","9"
8785,"Carolyn","Perez","Asia","Thailand","Badman Dawn","R","Sci-Fi","2.99","0"
9653,"Martin","Bales","Africa","Angola","Fireball Philadelphia","PG","Comedy","0.99","3"
6123,"Jeanne","Lawson","Asia","Turkmenistan","Factory Dragon","PG-13","Travel","0.99","4"
3670,"Nina","Soto","Asia","India","Usual Untouchables","PG-13","Foreign","4.99","5"
10306,"Darren","Windham","Europe","Italy","Neighbors Charade","R","Sports","5.99","7"
5613,"Charlene","Alvarez","Africa","Tanzania","Wonka Sea","NC-17","Animation","2.99","3"
10790,"Naomi","Jennings","Asia","India","Pianist Outfield","NC-17","New","1.99","6"
11278,"Leslie","Gordon","Asia","Turkey","Daughter Madigan","PG-13","Children","6.99","4"
3649,"Kimberly","Lee","America","Argentina","Secrets Paradise","G","Family","7.99","6"
9632,"Agnes","Bishop","Asia","India","Rocky War","PG-13","Drama","6.99","5"
9970,"Willard","Lumpkin","America","Mexico","Nightmare Chill","PG","Games","4.99","1"
4500,"Warren","Sherrod","Asia","Russian Federation","Born Spinal","PG","Travel","4.99","7"
5731,"Bernard","Colby","Asia","India","Oz Liaisons","R","Animation","2.99","4"
15314,"Allen","Butterfield","Asia","India","Mulan Moon","G","Comedy","0.99",NULL
4508,"Annie","Russell","Africa","Mozambique","Swarm Gold","PG-13","Horror","4.99","8"
12005,"Mike","Way","Asia","India","Ice Crossing","R","Games","5.99","8"
8658,"Jesus","Mccartney","America","Brazil","Hurricane Affair","PG","Comedy","5.99","9"
10682,"Carol","Garcia","Africa","Nigeria","Yentl Idaho","R","Horror","4.99","4"
10068,"Jean","Bell","Asia","Malaysia","Sweden Shining","PG","Comedy","4.99","5"
2922,"June","Carroll","Africa","Algeria","Gold River","R","Comedy","4.99","2"
11719,"Dennis","Gilman","Africa","South Africa","Hysterical Grail","PG","Sports","5.99","6"
6287,"Phyllis","Foster","Asia","China","Airplane Sierra","PG-13","Comedy","4.99","0"
8610,"Ken","Prewitt","Europe","Romania","Twisted Pirates","PG","Children","5.99","4"
7253,"Marcia","Dean","Asia","Philippines","Holocaust Highball","R","Children","0.99","1"
4548,"Joann","Gardner","Asia","Turkey","Coma Head","NC-17","Travel","4.99","6"
10336,"Wayne","Truong","Asia","India","Doors President","NC-17","Animation","4.99","2"
6358,"Alfredo","Mcadams","Asia","Russian Federation","Worker Tarzan","R","Travel","2.99","3"
14765,"Ricky","Shelby","Asia","China","Neighbors Charade","R","Sports","1.99","3"
14103,"Rodney","Moeller","Africa","Nigeria","Fight Jawbreaker","R","Animation","1.99","4"
8561,"Henry","Billingsley","Oceania","Tonga","Jawbreaker Brooklyn","PG","Music","2.99","6"
16025,"Dave","Gardiner","Asia","China","Groundhog Uncut","PG-13","Comedy","4.99","1"
8450,"Tony","Carranza","Asia","Japan","Bunch Minds","G","Drama","2.99","3"
2120,"Renee","Lane","America","United States","Forever Candidate","NC-17","Children","5.99","9"
5631,"Terrence","Gunderson","Asia","China","Impact Aladdin","PG-13","Music","1.99","7"
2497,"Dolores","Wagner","Asia","Malaysia","Labyrinth League","PG-13","Children","4.99","7"
7967,"Brittany","Riley","Europe","Ukraine","Hustler Party","NC-17","Comedy","7.99","6"
13344,"Franklin","Troutman","Asia","China","Wars Pluto","G","Documentary","3.99","5"
2687,"Maxine","Silva","America","Brazil","Potluck Mixed","G","Animation","3.99","3"
1830,"Marc","Outlaw","Europe","Italy","Sweethearts Suspects","G","Children","4.99","6"
9620,"Morris","Mccarter","Asia","Taiwan","Ishtar Rocketeer","R","Animation","8.99","8"
7035,"Ruby","Washington","Asia","China","Loser Hustler","PG","Sports","5.99","6"
5831,"Christine","Roberts","Oceania","French Polynesia","Contact Anonymous","PG-13","Travel","2.99","0"
13221,"Tim","Cary","Asia","India","Analyze Hoosiers","R","Horror","3.99","7"
4738,"Brenda","Wright","Asia","India","Hunchback Impossible","PG-13","Drama","9.99","9"
14669,"Edward","Baugh","Europe","Faroe Islands","Potter Connecticut","PG","Animation","2.99","4"
6063,"Ron","Deluca","Asia","Japan","Graffiti Love","PG","Sci-Fi","0.99","2"
15403,"Virgil","Wofford","America","Mexico","Victory Academy","PG-13","Sports","0.99","0"
5632,"Stanley","Scroggins","Asia","Japan","Mile Mulan","PG","Sports","3.99","6"
9503,"Paul","Trout","Asia","Russian Federation","Details Packer","R","Games","6.99","6"
9261,"Russell","Brinson","Europe","Poland","Blood Argonauts","G","Family","6.99","8"
10485,"Diane","Collins","Africa","Sudan","Agent Truman","PG","Foreign","7.99","7"
4151,"Herbert","Kruger","Asia","Russian Federation","Young Language","G","Documentary","0.99","3"
8064,"Shane","Millard","America","Mexico","Spinal Rocky","PG-13","Family","2.99","7"
14500,"Jim","Rea","America","Mexico","Hunger Roof","G","Foreign","0.99","5"
8550,"Christina","Ramirez","Asia","Saudi Arabia","Expendable Stallion","PG","Documentary","0.99","1"
4050,"Claude","Herzog","Africa","Angola","American Circus","R","Action","9.99","7"
11971,"Monica","Hicks","Europe","Ukraine","Mulan Moon","G","Comedy","0.99","0"
16046,"Denise","Kelly","America","Brazil","Voyage Legally","PG-13","Classics","0.99","3"
10212,"Gary","Coy","Asia","China","Snatchers Montezuma","PG-13","Classics","2.99","1"
5819,"Ryan","Salisbury","Europe","Latvia","Rushmore Mermaid","PG-13","Comedy","2.99","2"
2020,"Ernest","Stepp","Asia","China","Highball Potter","R","Foreign","0.99","2"
14763,"Victoria","Gibson","Asia","Indonesia","Flintstones Happiness","PG-13","Comedy","11.99","9"
8104,"Jessie","Milam","Asia","China","Donnie Alley","NC-17","Animation","2.99","6"
10100,"Scott","Shelley","America","United States","Temple Attraction","PG","Horror","4.99","2"
2217,"Kim","Cruz","America","United States","Juggler Hardly","PG-13","Animation","0.99","2"
15386,"Larry","Thrasher","Asia","Turkey","Perfect Groove","PG-13","Comedy","2.99","6"
12770,"Isaac","Oglesby","America","Mexico","Gleaming Jawbreaker","NC-17","Sports","5.99","7"
2755,"Leslie","Seward","Asia","Indonesia","Darko Dorado","NC-17","Action","9.99","7"
13653,"Carrie","Porter","Asia","China","Teen Apollo","G","Travel","10.99","8"
5458,"Roland","South","Asia","China","Jason Trap","NC-17","Family","4.99","7"
4653,"Stanley","Scroggins","Asia","Japan","Majestic Floats","PG","Documentary","4.99","8"
11335,"Darlene","Rose","Asia","North Korea","Pacific Amistad","G","Documentary","4.99","7"
12621,"Alexander","Fennell","Europe","Italy","Youth Kick","NC-17","Music","2.99","5"
15438,"Catherine","Campbell","Asia","Russian Federation","Hunting Musketeers","NC-17","Family","2.99","3"
10635,"Julie","Sanchez","Europe","Spain","Caper Motions","G","Comedy","0.99","5"
4658,"Lynn","Payne","Africa","Malawi","Polish Brooklyn","PG","Children","0.99","2"
10678,"Gloria","Cook","Oceania","French Polynesia","Westward Seabiscuit","NC-17","Classics","0.99","4"
3283,"Steve","Mackenzie","Asia","Indonesia","Suspects Quills","PG","Action","3.99","5"
8883,"Regina","Berry","Asia","China","Fiction Christmas","PG","Foreign","1.99","5"
15967,"Marsha","Douglas","Africa","Mozambique","Bill Others","PG","Documentary","2.99","5"
14062,"Minnie","Romero","Asia","Indonesia","Newton Labyrinth","PG","Foreign","1.99","4"
2224,"Suzanne","Nichols","Asia","Indonesia","Expendable Stallion","PG","Documentary","0.99","0"
2930,"Perry","Swafford","America","Argentina","Shock Cabin","PG-13","Foreign","3.99","8"
7082,"Judith","Cox","Asia","China","Hurricane Affair","PG","Comedy","2.99","3"
7594,"Kyle","Spurlock","Asia","China","Racer Egg","NC-17","Drama","2.99","5"
13853,"Holly","Fox","Asia","India","Goldfinger Sensibility","G","Drama","3.99","6"
10772,"Clyde","Tobias","Asia","China","Annie Identity","G","Sci-Fi","6.99","8"
4765,"Randall","Neumann","America","Dominican Republic","Bucket Brotherhood","PG","Travel","4.99","4"
12060,"Elaine","Stevens","Asia","Russian Federation","Liaisons Sweet","PG","Travel","4.99","3"
10532,"Jeanette","Greene","Asia","Russian Federation","Clyde Theory","PG-13","New","2.99","6"
3704,"Matthew","Mahan","America","Mexico","Money Harold","PG","New","6.99","7"
2281,"Joel","Francisco","America","Bolivia","Truman Crazy","G","Action","4.99","2"
13157,"Terrance","Roush","Europe","Hungary","Warlock Werewolf","G","Children","2.99","0"
13719,"Lucy","Wheeler","Asia","India","Seattle Expecations","PG-13","Drama","5.98",NULL
11630,"Theresa","Watson","Asia","Philippines","Cider Desire","PG","Documentary","2.99","2"
6005,"Lori","Wood","Asia","India","Congeniality Quest","PG-13","Sports","0.99","3"
12981,"Herman","Devore","Africa","Tanzania","Streetcar Intentions","R","Horror","4.99","2"
10145,"Lawrence","Lawton","Africa","Cameroon","Majestic Floats","PG","Documentary","1.99","6"
3287,"Joan","Cooper","America","United States","Watch Tracy","PG","Animation","0.99","3"
2321,"Jaime","Nettles","America","Peru","Drop Waterfront","R","Sports","5.99","7"
11298,"Virginia","Green","Europe","France","Go Purple","R","Music","1.99","4"
5624,"Grace","Ellis","Europe","Germany","Details Packer","R","Games","4.99","1"
15786,"Billy","Poulin","Asia","Philippines","Polish Brooklyn","PG","Children","0.99","4"
5638,"Ivan","Cromwell","America","Mexico","Freddy Storm","NC-17","Horror","4.99","2"
3828,"Gene","Sanborn","Asia","Oman","Wolves Desire","NC-17","Travel","0.99","3"
2445,"Lillian","Griffin","Asia","United Arab Emirates","Odds Boogie","NC-17","Family","0.99","5"
12376,"Victoria","Gibson","Asia","Indonesia","Cranes Reservoir","NC-17","Sports","2.99","2"
7875,"Nathaniel","Adam","America","United States","Sleuth Orient","NC-17","Games","1.99","5"
6582,"Jacob","Lance","America","United States","Idols Snatchers","NC-17","Children","4.99","6"
4976,"Beth","Franklin","Asia","Vietnam","Champion Flatliners","PG","Animation","4.99","1"
15060,"Ashley","Richardson","America","United States","Moulin Wake","PG-13","Travel","5.99","9"
10147,"Elsie","Kelley","Africa","Nigeria","Eyes Driving","PG-13","Sci-Fi","2.99","2"
6093,"Edith","Mcdonald","Asia","India","Head Stranger","R","Games","9.99","9"
11367,"Mary","Smith","Asia","Japan","Finding Anaconda","R","Family","0.99","1"
10848,"Harry","Arce","Asia","Iran","Mile Mulan","PG","Sports","1.99","4"
6824,"Daryl","Larue","Asia","Iraq","Creatures Shakespeare","NC-17","Games","6.99","8"
8633,"Christian","Jung","Asia","India","Rush Goodfellas","PG","Family","0.99","2"
12357,"Ruth","Martinez","Africa","South Africa","Arachnophobia Rollercoaster","PG-13","Horror","2.99","3"
3306,"Nathan","Runyon","America","Virgin Islands, U.S.","Godfather Diary","NC-17","New","4.99","5"
8616,"Brent","Harkins","Asia","Turkey","Meet Chocolate","G","Foreign","2.99","3"
10861,"Monica","Hicks","Europe","Ukraine","Intrigue Worst","G","Foreign","1.99","7"
